,Identifier,Epoch,Tile,Subtile,Version,SignalURL,RMSURL
88,VLASS1.1.T14t04.J023047+133000,VLASS1.1,T14t04,J023047+133000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T14t04/VLASS1.1.ql.T14t04.J023047+133000.10.2048.v1/VLASS1.1.ql.T14t04.J023047+133000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T14t04/VLASS1.1.ql.T14t04.J023047+133000.10.2048.v1/VLASS1.1.ql.T14t04.J023047+133000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
89,VLASS1.1.T14t35.J225429+153000,VLASS1.1,T14t35,J225429+153000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T14t35/VLASS1.1.ql.T14t35.J225429+153000.10.2048.v1/VLASS1.1.ql.T14t35.J225429+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T14t35/VLASS1.1.ql.T14t35.J225429+153000.10.2048.v1/VLASS1.1.ql.T14t35.J225429+153000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
90,VLASS1.1.T17t19.J133212+253000,VLASS1.1,T17t19,J133212+253000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T17t19/VLASS1.1.ql.T17t19.J133212+253000.10.2048.v1/VLASS1.1.ql.T17t19.J133212+253000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T17t19/VLASS1.1.ql.T17t19.J133212+253000.10.2048.v1/VLASS1.1.ql.T17t19.J133212+253000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
91,VLASS1.1.T17t22.J160928+263000,VLASS1.1,T17t22,J160928+263000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T17t22/VLASS1.1.ql.T17t22.J160928+263000.10.2048.v1/VLASS1.1.ql.T17t22.J160928+263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T17t22/VLASS1.1.ql.T17t22.J160928+263000.10.2048.v1/VLASS1.1.ql.T17t22.J160928+263000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
92,VLASS1.1.T18t18.J132439+313000,VLASS1.1,T18t18,J132439+313000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T18t18/VLASS1.1.ql.T18t18.J132439+313000.10.2048.v1/VLASS1.1.ql.T18t18.J132439+313000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T18t18/VLASS1.1.ql.T18t18.J132439+313000.10.2048.v1/VLASS1.1.ql.T18t18.J132439+313000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
93,VLASS1.1.T18t18.J132829+313000,VLASS1.1,T18t18,J132829+313000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T18t18/VLASS1.1.ql.T18t18.J132829+313000.10.2048.v1/VLASS1.1.ql.T18t18.J132829+313000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T18t18/VLASS1.1.ql.T18t18.J132829+313000.10.2048.v1/VLASS1.1.ql.T18t18.J132829+313000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
94,VLASS1.1.T18t19.J133218+303000,VLASS1.1,T18t19,J133218+303000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T18t19/VLASS1.1.ql.T18t19.J133218+303000.10.2048.v1/VLASS1.1.ql.T18t19.J133218+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T18t19/VLASS1.1.ql.T18t19.J133218+303000.10.2048.v1/VLASS1.1.ql.T18t19.J133218+303000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
95,VLASS1.1.T19t17.J132805+323000,VLASS1.1,T19t17,J132805+323000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T19t17/VLASS1.1.ql.T19t17.J132805+323000.10.2048.v1/VLASS1.1.ql.T19t17.J132805+323000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T19t17/VLASS1.1.ql.T19t17.J132805+323000.10.2048.v1/VLASS1.1.ql.T19t17.J132805+323000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
96,VLASS1.1.T19t21.J161203+343000,VLASS1.1,T19t21,J161203+343000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T19t21/VLASS1.1.ql.T19t21.J161203+343000.10.2048.v1/VLASS1.1.ql.T19t21.J161203+343000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T19t21/VLASS1.1.ql.T19t21.J161203+343000.10.2048.v1/VLASS1.1.ql.T19t21.J161203+343000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
97,VLASS1.1.T20t21.J163233+373000,VLASS1.1,T20t21,J163233+373000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J163233+373000.10.2048.v1/VLASS1.1.ql.T20t21.J163233+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J163233+373000.10.2048.v1/VLASS1.1.ql.T20t21.J163233+373000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
98,VLASS1.1.T20t21.J163733+373000,VLASS1.1,T20t21,J163733+373000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J163733+373000.10.2048.v1/VLASS1.1.ql.T20t21.J163733+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J163733+373000.10.2048.v1/VLASS1.1.ql.T20t21.J163733+373000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
99,VLASS1.1.T20t21.J163804+383000,VLASS1.1,T20t21,J163804+383000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J163804+383000.10.2048.v1/VLASS1.1.ql.T20t21.J163804+383000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J163804+383000.10.2048.v1/VLASS1.1.ql.T20t21.J163804+383000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
100,VLASS1.1.T20t21.J164344+393000,VLASS1.1,T20t21,J164344+393000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J164344+393000.10.2048.v1/VLASS1.1.ql.T20t21.J164344+393000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t21/VLASS1.1.ql.T20t21.J164344+393000.10.2048.v1/VLASS1.1.ql.T20t21.J164344+393000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
101,VLASS1.1.T20t26.J201231+373000,VLASS1.1,T20t26,J201231+373000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t26/VLASS1.1.ql.T20t26.J201231+373000.10.2048.v1/VLASS1.1.ql.T20t26.J201231+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t26/VLASS1.1.ql.T20t26.J201231+373000.10.2048.v1/VLASS1.1.ql.T20t26.J201231+373000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
102,VLASS1.1.T20t27.J205028+363000,VLASS1.1,T20t27,J205028+363000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t27/VLASS1.1.ql.T20t27.J205028+363000.10.2048.v1/VLASS1.1.ql.T20t27.J205028+363000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t27/VLASS1.1.ql.T20t27.J205028+363000.10.2048.v1/VLASS1.1.ql.T20t27.J205028+363000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
103,VLASS1.1.T20t27.J205524+363000,VLASS1.1,T20t27,J205524+363000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t27/VLASS1.1.ql.T20t27.J205524+363000.10.2048.v1/VLASS1.1.ql.T20t27.J205524+363000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T20t27/VLASS1.1.ql.T20t27.J205524+363000.10.2048.v1/VLASS1.1.ql.T20t27.J205524+363000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
104,VLASS1.1.T21t20.J195843+403000,VLASS1.1,T21t20,J195843+403000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T21t20/VLASS1.1.ql.T21t20.J195843+403000.10.2048.v1/VLASS1.1.ql.T21t20.J195843+403000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T21t20/VLASS1.1.ql.T21t20.J195843+403000.10.2048.v1/VLASS1.1.ql.T21t20.J195843+403000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
105,VLASS1.1.T21t21.J200236+403000,VLASS1.1,T21t21,J200236+403000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T21t21/VLASS1.1.ql.T21t21.J200236+403000.10.2048.v1/VLASS1.1.ql.T21t21.J200236+403000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T21t21/VLASS1.1.ql.T21t21.J200236+403000.10.2048.v1/VLASS1.1.ql.T21t21.J200236+403000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
106,VLASS1.1.T23t19.J182654+483000,VLASS1.1,T23t19,J182654+483000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T23t19/VLASS1.1.ql.T23t19.J182654+483000.10.2048.v1/VLASS1.1.ql.T23t19.J182654+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T23t19/VLASS1.1.ql.T23t19.J182654+483000.10.2048.v1/VLASS1.1.ql.T23t19.J182654+483000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
107,VLASS1.1.T23t19.J183252+483000,VLASS1.1,T23t19,J183252+483000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T23t19/VLASS1.1.ql.T23t19.J183252+483000.10.2048.v1/VLASS1.1.ql.T23t19.J183252+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T23t19/VLASS1.1.ql.T23t19.J183252+483000.10.2048.v1/VLASS1.1.ql.T23t19.J183252+483000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
108,VLASS1.1.T24t09.J083122+553000,VLASS1.1,T24t09,J083122+553000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T24t09/VLASS1.1.ql.T24t09.J083122+553000.10.2048.v1/VLASS1.1.ql.T24t09.J083122+553000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T24t09/VLASS1.1.ql.T24t09.J083122+553000.10.2048.v1/VLASS1.1.ql.T24t09.J083122+553000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
109,VLASS1.1.T24t09.J083821+553000,VLASS1.1,T24t09,J083821+553000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T24t09/VLASS1.1.ql.T24t09.J083821+553000.10.2048.v1/VLASS1.1.ql.T24t09.J083821+553000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T24t09/VLASS1.1.ql.T24t09.J083821+553000.10.2048.v1/VLASS1.1.ql.T24t09.J083821+553000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
110,VLASS1.1.T24t15.J140944+523000,VLASS1.1,T24t15,J140944+523000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T24t15/VLASS1.1.ql.T24t15.J140944+523000.10.2048.v1/VLASS1.1.ql.T24t15.J140944+523000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T24t15/VLASS1.1.ql.T24t15.J140944+523000.10.2048.v1/VLASS1.1.ql.T24t15.J140944+523000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
111,VLASS1.1.T25t18.J232130+583000,VLASS1.1,T25t18,J232130+583000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T25t18/VLASS1.1.ql.T25t18.J232130+583000.10.2048.v1/VLASS1.1.ql.T25t18.J232130+583000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T25t18/VLASS1.1.ql.T25t18.J232130+583000.10.2048.v1/VLASS1.1.ql.T25t18.J232130+583000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
112,VLASS1.1.T26t02.J022152+613000,VLASS1.1,T26t02,J022152+613000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t02/VLASS1.1.ql.T26t02.J022152+613000.10.2048.v1/VLASS1.1.ql.T26t02.J022152+613000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t02/VLASS1.1.ql.T26t02.J022152+613000.10.2048.v1/VLASS1.1.ql.T26t02.J022152+613000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
113,VLASS1.1.T26t02.J022354+623000,VLASS1.1,T26t02,J022354+623000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t02/VLASS1.1.ql.T26t02.J022354+623000.10.2048.v1/VLASS1.1.ql.T26t02.J022354+623000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t02/VLASS1.1.ql.T26t02.J022354+623000.10.2048.v1/VLASS1.1.ql.T26t02.J022354+623000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
114,VLASS1.1.T26t02.J023225+623000,VLASS1.1,T26t02,J023225+623000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t02/VLASS1.1.ql.T26t02.J023225+623000.10.2048.v1/VLASS1.1.ql.T26t02.J023225+623000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t02/VLASS1.1.ql.T26t02.J023225+623000.10.2048.v1/VLASS1.1.ql.T26t02.J023225+623000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
115,VLASS1.1.T26t11.J135820+623000,VLASS1.1,T26t11,J135820+623000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t11/VLASS1.1.ql.T26t11.J135820+623000.10.2048.v1/VLASS1.1.ql.T26t11.J135820+623000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t11/VLASS1.1.ql.T26t11.J135820+623000.10.2048.v1/VLASS1.1.ql.T26t11.J135820+623000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
116,VLASS1.1.T26t13.J163820+623000,VLASS1.1,T26t13,J163820+623000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t13/VLASS1.1.ql.T26t13.J163820+623000.10.2048.v1/VLASS1.1.ql.T26t13.J163820+623000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T26t13/VLASS1.1.ql.T26t13.J163820+623000.10.2048.v1/VLASS1.1.ql.T26t13.J163820+623000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
117,VLASS1.1.T27t01.J005843+683000,VLASS1.1,T27t01,J005843+683000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T27t01/VLASS1.1.ql.T27t01.J005843+683000.10.2048.v1/VLASS1.1.ql.T27t01.J005843+683000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T27t01/VLASS1.1.ql.T27t01.J005843+683000.10.2048.v1/VLASS1.1.ql.T27t01.J005843+683000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
118,VLASS1.1.T27t11.J163722+683000,VLASS1.1,T27t11,J163722+683000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T27t11/VLASS1.1.ql.T27t11.J163722+683000.10.2048.v1/VLASS1.1.ql.T27t11.J163722+683000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T27t11/VLASS1.1.ql.T27t11.J163722+683000.10.2048.v1/VLASS1.1.ql.T27t11.J163722+683000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
119,VLASS1.1.T28t05.J084055+703000,VLASS1.1,T28t05,J084055+703000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t05/VLASS1.1.ql.T28t05.J084055+703000.10.2048.v1/VLASS1.1.ql.T28t05.J084055+703000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t05/VLASS1.1.ql.T28t05.J084055+703000.10.2048.v1/VLASS1.1.ql.T28t05.J084055+703000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
120,VLASS1.1.T28t06.J115814+723000,VLASS1.1,T28t06,J115814+723000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t06/VLASS1.1.ql.T28t06.J115814+723000.10.2048.v1/VLASS1.1.ql.T28t06.J115814+723000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t06/VLASS1.1.ql.T28t06.J115814+723000.10.2048.v1/VLASS1.1.ql.T28t06.J115814+723000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
121,VLASS1.1.T28t07.J120628+723000,VLASS1.1,T28t07,J120628+723000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t07/VLASS1.1.ql.T28t07.J120628+723000.10.2048.v1/VLASS1.1.ql.T28t07.J120628+723000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t07/VLASS1.1.ql.T28t07.J120628+723000.10.2048.v1/VLASS1.1.ql.T28t07.J120628+723000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
122,VLASS1.1.T28t08.J145517+713000,VLASS1.1,T28t08,J145517+713000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t08/VLASS1.1.ql.T28t08.J145517+713000.10.2048.v1/VLASS1.1.ql.T28t08.J145517+713000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t08/VLASS1.1.ql.T28t08.J145517+713000.10.2048.v1/VLASS1.1.ql.T28t08.J145517+713000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
123,VLASS1.1.T28t08.J150734+713000,VLASS1.1,T28t08,J150734+713000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t08/VLASS1.1.ql.T28t08.J150734+713000.10.2048.v1/VLASS1.1.ql.T28t08.J150734+713000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T28t08/VLASS1.1.ql.T28t08.J150734+713000.10.2048.v1/VLASS1.1.ql.T28t08.J150734+713000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
124,VLASS1.1.T29t01.J020958+733000,VLASS1.1,T29t01,J020958+733000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t01/VLASS1.1.ql.T29t01.J020958+733000.10.2048.v1/VLASS1.1.ql.T29t01.J020958+733000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t01/VLASS1.1.ql.T29t01.J020958+733000.10.2048.v1/VLASS1.1.ql.T29t01.J020958+733000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
125,VLASS1.1.T29t01.J022339+733000,VLASS1.1,T29t01,J022339+733000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t01/VLASS1.1.ql.T29t01.J022339+733000.10.2048.v1/VLASS1.1.ql.T29t01.J022339+733000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t01/VLASS1.1.ql.T29t01.J022339+733000.10.2048.v1/VLASS1.1.ql.T29t01.J022339+733000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
126,VLASS1.1.T29t02.J041056+763000,VLASS1.1,T29t02,J041056+763000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t02/VLASS1.1.ql.T29t02.J041056+763000.10.2048.v1/VLASS1.1.ql.T29t02.J041056+763000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t02/VLASS1.1.ql.T29t02.J041056+763000.10.2048.v1/VLASS1.1.ql.T29t02.J041056+763000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
127,VLASS1.1.T29t05.J115514+733000,VLASS1.1,T29t05,J115514+733000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t05/VLASS1.1.ql.T29t05.J115514+733000.10.2048.v1/VLASS1.1.ql.T29t05.J115514+733000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t05/VLASS1.1.ql.T29t05.J115514+733000.10.2048.v1/VLASS1.1.ql.T29t05.J115514+733000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
128,VLASS1.1.T29t08.J193047+743000,VLASS1.1,T29t08,J193047+743000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t08/VLASS1.1.ql.T29t08.J193047+743000.10.2048.v1/VLASS1.1.ql.T29t08.J193047+743000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T29t08/VLASS1.1.ql.T29t08.J193047+743000.10.2048.v1/VLASS1.1.ql.T29t08.J193047+743000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
129,VLASS1.1.T30t02.J040001+773000,VLASS1.1,T30t02,J040001+773000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T30t02/VLASS1.1.ql.T30t02.J040001+773000.10.2048.v1/VLASS1.1.ql.T30t02.J040001+773000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T30t02/VLASS1.1.ql.T30t02.J040001+773000.10.2048.v1/VLASS1.1.ql.T30t02.J040001+773000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
130,VLASS1.1.T30t02.J041747+773000,VLASS1.1,T30t02,J041747+773000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T30t02/VLASS1.1.ql.T30t02.J041747+773000.10.2048.v1/VLASS1.1.ql.T30t02.J041747+773000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T30t02/VLASS1.1.ql.T30t02.J041747+773000.10.2048.v1/VLASS1.1.ql.T30t02.J041747+773000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
131,VLASS1.1.T31t04.J233031+823000,VLASS1.1,T31t04,J233031+823000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T31t04/VLASS1.1.ql.T31t04.J233031+823000.10.2048.v1/VLASS1.1.ql.T31t04.J233031+823000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T31t04/VLASS1.1.ql.T31t04.J233031+823000.10.2048.v1/VLASS1.1.ql.T31t04.J233031+823000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
132,VLASS1.1.T31t04.J235226+823000,VLASS1.1,T31t04,J235226+823000,v1,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T31t04/VLASS1.1.ql.T31t04.J235226+823000.10.2048.v1/VLASS1.1.ql.T31t04.J235226+823000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://archive-new.nrao.edu/vlass/quicklook/VLASS1.1/T31t04/VLASS1.1.ql.T31t04.J235226+823000.10.2048.v1/VLASS1.1.ql.T31t04.J235226+823000.10.2048.v1.I.iter1.image.pbcor.tt0.rms.subim.fits
